massloading_cpu(kg/sq-m)	massloading_gpu(kg/sq-m)	log10(cpu/gpu)
8.1154000000e-10	8.1154000000e-10	0.0000000000e+00
1.4119000000e-09	1.4119000000e-09	0.0000000000e+00
2.7369000000e-09	2.7369000000e-09	0.0000000000e+00
5.7008000000e-09	5.7008000000e-09	0.0000000000e+00
8.3131000000e-09	8.3131000000e-09	0.0000000000e+00
1.0605000000e-08	1.0605000000e-08	0.0000000000e+00
1.3119000000e-08	1.3119000000e-08	0.0000000000e+00
1.3461000000e-08	1.3461000000e-08	0.0000000000e+00
1.3894000000e-08	1.3894000000e-08	0.0000000000e+00
1.7099000000e-08	1.7099000000e-08	0.0000000000e+00
2.0918000000e-08	2.0918000000e-08	0.0000000000e+00
1.7729000000e-08	1.7729000000e-08	0.0000000000e+00
1.1817000000e-08	1.1817000000e-08	0.0000000000e+00
2.0655000000e-08	2.0655000000e-08	0.0000000000e+00
2.5278000000e-08	2.5278000000e-08	0.0000000000e+00
2.6194000000e-08	2.6194000000e-08	0.0000000000e+00
3.3001000000e-08	3.3001000000e-08	0.0000000000e+00
2.9950000000e-08	2.9950000000e-08	0.0000000000e+00
2.4898000000e-08	2.4898000000e-08	0.0000000000e+00
3.6219000000e-08	3.6219000000e-08	0.0000000000e+00
4.4323000000e-08	4.4323000000e-08	0.0000000000e+00
4.8757000000e-08	4.8757000000e-08	0.0000000000e+00
3.3840000000e-08	3.3840000000e-08	0.0000000000e+00
4.1501000000e-08	4.1501000000e-08	0.0000000000e+00
3.7941000000e-08	3.7941000000e-08	0.0000000000e+00
5.1089000000e-08	5.1089000000e-08	0.0000000000e+00
4.7821000000e-08	4.7821000000e-08	0.0000000000e+00
4.6105000000e-08	4.6105000000e-08	0.0000000000e+00
4.9286000000e-08	4.9286000000e-08	0.0000000000e+00
8.8055000000e-08	8.8055000000e-08	0.0000000000e+00
3.6197000000e-08	3.6197000000e-08	0.0000000000e+00
6.4478000000e-08	6.4478000000e-08	0.0000000000e+00
5.6419000000e-08	5.6419000000e-08	0.0000000000e+00
1.0688000000e-07	1.0688000000e-07	0.0000000000e+00
1.4880000000e-07	1.4880000000e-07	0.0000000000e+00
1.1133000000e-07	1.1133000000e-07	0.0000000000e+00
1.5659000000e-07	1.5659000000e-07	0.0000000000e+00
1.5576000000e-07	1.5576000000e-07	0.0000000000e+00
1.0034000000e-07	1.0034000000e-07	0.0000000000e+00
1.0771000000e-07	1.0771000000e-07	0.0000000000e+00
1.5458000000e-07	1.5458000000e-07	0.0000000000e+00
1.1249000000e-07	1.1249000000e-07	0.0000000000e+00
1.1817000000e-07	1.1817000000e-07	0.0000000000e+00
1.6147000000e-07	1.6147000000e-07	0.0000000000e+00
1.6403000000e-07	1.6403000000e-07	0.0000000000e+00
1.5295000000e-07	1.5295000000e-07	0.0000000000e+00
1.6003000000e-07	1.6003000000e-07	0.0000000000e+00
1.4510000000e-07	1.4510000000e-07	0.0000000000e+00
1.4823000000e-07	1.4823000000e-07	0.0000000000e+00
1.5644000000e-07	1.5644000000e-07	0.0000000000e+00
1.5013000000e-07	1.5013000000e-07	0.0000000000e+00
1.5286000000e-07	1.5286000000e-07	0.0000000000e+00
1.5008000000e-07	1.5008000000e-07	0.0000000000e+00
1.5612000000e-07	1.5612000000e-07	0.0000000000e+00
1.5810000000e-07	1.5810000000e-07	0.0000000000e+00
1.5639000000e-07	1.5639000000e-07	0.0000000000e+00
1.5465000000e-07	1.5465000000e-07	0.0000000000e+00
1.5290000000e-07	1.5290000000e-07	0.0000000000e+00
1.5114000000e-07	1.5114000000e-07	0.0000000000e+00
1.4937000000e-07	1.4937000000e-07	0.0000000000e+00
1.4760000000e-07	1.4760000000e-07	0.0000000000e+00
1.4584000000e-07	1.4584000000e-07	0.0000000000e+00
1.4407000000e-07	1.4407000000e-07	0.0000000000e+00
1.4232000000e-07	1.4232000000e-07	0.0000000000e+00
1.4058000000e-07	1.4058000000e-07	0.0000000000e+00
1.3885000000e-07	1.3885000000e-07	0.0000000000e+00
1.3713000000e-07	1.3713000000e-07	0.0000000000e+00
1.3543000000e-07	1.3543000000e-07	0.0000000000e+00
1.3375000000e-07	1.3375000000e-07	0.0000000000e+00
1.3209000000e-07	1.3209000000e-07	0.0000000000e+00
6.0114000000e-09	6.0114000000e-09	0.0000000000e+00
6.2680000000e-09	6.2680000000e-09	0.0000000000e+00
6.4270000000e-09	6.4270000000e-09	0.0000000000e+00
6.4957000000e-09	6.4957000000e-09	0.0000000000e+00
6.4715000000e-09	6.4715000000e-09	0.0000000000e+00
6.3447000000e-09	6.3447000000e-09	0.0000000000e+00
6.0990000000e-09	6.0990000000e-09	0.0000000000e+00
5.7320000000e-09	5.7320000000e-09	0.0000000000e+00
5.2294000000e-09	5.2294000000e-09	0.0000000000e+00
4.6019000000e-09	4.6019000000e-09	0.0000000000e+00
4.1412000000e-09	4.1412000000e-09	0.0000000000e+00
3.6034000000e-09	3.6034000000e-09	0.0000000000e+00
2.9092000000e-09	2.9092000000e-09	0.0000000000e+00
2.2175000000e-09	2.2175000000e-09	0.0000000000e+00
1.5148000000e-09	1.5148000000e-09	0.0000000000e+00
1.2511000000e-09	1.2511000000e-09	0.0000000000e+00
2.9734000000e-10	2.9734000000e-10	0.0000000000e+00
1.7115000000e-10	1.7115000000e-10	0.0000000000e+00
3.1668000000e-11	3.1668000000e-11	0.0000000000e+00
1.7839000000e-14	1.7839000000e-14	0.0000000000e+00
2.5838000000e-12	2.5838000000e-12	0.0000000000e+00
3.3916000000e-13	3.3916000000e-13	0.0000000000e+00
3.4050000000e-15	3.4050000000e-15	0.0000000000e+00
7.6359000000e-16	7.6359000000e-16	0.0000000000e+00
1.9881000000e-15	1.9881000000e-15	0.0000000000e+00
2.2771000000e-15	2.2771000000e-15	0.0000000000e+00
6.4178000000e-15	6.4178000000e-15	0.0000000000e+00
6.4888000000e-13	6.4888000000e-13	0.0000000000e+00
7.6244000000e-12	7.6244000000e-12	0.0000000000e+00
5.3251000000e-11	5.3251000000e-11	0.0000000000e+00
4.8520000000e-11	4.8520000000e-11	0.0000000000e+00
1.6560000000e-10	1.6560000000e-10	0.0000000000e+00
6.3514000000e-10	6.3514000000e-10	0.0000000000e+00
2.5836000000e-09	2.5836000000e-09	0.0000000000e+00
4.9402000000e-09	4.9402000000e-09	0.0000000000e+00
8.0149000000e-09	8.0149000000e-09	0.0000000000e+00
1.2155000000e-08	1.2155000000e-08	0.0000000000e+00
1.5000000000e-08	1.5000000000e-08	0.0000000000e+00
1.6897000000e-08	1.6897000000e-08	0.0000000000e+00
2.2742000000e-08	2.2742000000e-08	0.0000000000e+00
1.9268000000e-08	1.9268000000e-08	0.0000000000e+00
2.3986000000e-08	2.3986000000e-08	0.0000000000e+00
2.5749000000e-08	2.5749000000e-08	0.0000000000e+00
2.3497000000e-08	2.3497000000e-08	0.0000000000e+00
3.4672000000e-08	3.4672000000e-08	0.0000000000e+00
3.0737000000e-08	3.0737000000e-08	0.0000000000e+00
4.3451000000e-08	4.3451000000e-08	0.0000000000e+00
3.8741000000e-08	3.8741000000e-08	0.0000000000e+00
4.1836000000e-08	4.1836000000e-08	0.0000000000e+00
5.5791000000e-08	5.5791000000e-08	0.0000000000e+00
6.1193000000e-08	6.1193000000e-08	0.0000000000e+00
3.4326000000e-08	3.4326000000e-08	0.0000000000e+00
6.3560000000e-08	6.3560000000e-08	0.0000000000e+00
3.3305000000e-08	3.3305000000e-08	0.0000000000e+00
6.0123000000e-08	6.0123000000e-08	0.0000000000e+00
5.3546000000e-08	5.3546000000e-08	0.0000000000e+00
7.0037000000e-08	7.0037000000e-08	0.0000000000e+00
7.0856000000e-08	7.0856000000e-08	0.0000000000e+00
5.4591000000e-08	5.4591000000e-08	0.0000000000e+00
9.0253000000e-08	9.0253000000e-08	0.0000000000e+00
8.6111000000e-08	8.6111000000e-08	0.0000000000e+00
1.6582000000e-07	1.6582000000e-07	0.0000000000e+00
1.0363000000e-07	1.0363000000e-07	0.0000000000e+00
1.1767000000e-07	1.1767000000e-07	0.0000000000e+00
1.6221000000e-07	1.6221000000e-07	0.0000000000e+00
1.5974000000e-07	1.5974000000e-07	0.0000000000e+00
1.1778000000e-07	1.1778000000e-07	0.0000000000e+00
1.8586000000e-07	1.8586000000e-07	0.0000000000e+00
1.9033000000e-07	1.9033000000e-07	0.0000000000e+00
1.5164000000e-07	1.5164000000e-07	0.0000000000e+00
1.4811000000e-07	1.4811000000e-07	0.0000000000e+00
1.3566000000e-07	1.3566000000e-07	0.0000000000e+00
1.8683000000e-07	1.8683000000e-07	0.0000000000e+00
1.8980000000e-07	1.8980000000e-07	0.0000000000e+00
1.9572000000e-07	1.9572000000e-07	0.0000000000e+00
1.9307000000e-07	1.9307000000e-07	0.0000000000e+00
1.9314000000e-07	1.9314000000e-07	0.0000000000e+00
1.9022000000e-07	1.9022000000e-07	0.0000000000e+00
1.5573000000e-07	1.5573000000e-07	0.0000000000e+00
1.8138000000e-07	1.8138000000e-07	0.0000000000e+00
1.8260000000e-07	1.8260000000e-07	0.0000000000e+00
1.8095000000e-07	1.8095000000e-07	0.0000000000e+00
1.7479000000e-07	1.7479000000e-07	0.0000000000e+00
1.8004000000e-07	1.8004000000e-07	0.0000000000e+00
1.8403000000e-07	1.8403000000e-07	0.0000000000e+00
1.8170000000e-07	1.8170000000e-07	0.0000000000e+00
1.7936000000e-07	1.7936000000e-07	0.0000000000e+00
1.7701000000e-07	1.7701000000e-07	0.0000000000e+00
1.7466000000e-07	1.7466000000e-07	0.0000000000e+00
1.7231000000e-07	1.7231000000e-07	0.0000000000e+00
1.6997000000e-07	1.6997000000e-07	0.0000000000e+00
1.6765000000e-07	1.6765000000e-07	0.0000000000e+00
1.6534000000e-07	1.6534000000e-07	0.0000000000e+00
1.6305000000e-07	1.6305000000e-07	0.0000000000e+00
1.6079000000e-07	1.6079000000e-07	0.0000000000e+00
1.5855000000e-07	1.5855000000e-07	0.0000000000e+00
1.5634000000e-07	1.5634000000e-07	0.0000000000e+00
1.5417000000e-07	1.5417000000e-07	0.0000000000e+00
1.5202000000e-07	1.5202000000e-07	0.0000000000e+00
1.4991000000e-07	1.4991000000e-07	0.0000000000e+00
1.4784000000e-07	1.4784000000e-07	0.0000000000e+00
6.2881000000e-09	6.2881000000e-09	0.0000000000e+00
6.5548000000e-09	6.5548000000e-09	0.0000000000e+00
6.7237000000e-09	6.7237000000e-09	0.0000000000e+00
6.7932000000e-09	6.7932000000e-09	0.0000000000e+00
6.7650000000e-09	6.7650000000e-09	0.0000000000e+00
6.6288000000e-09	6.6288000000e-09	0.0000000000e+00
6.3674000000e-09	6.3674000000e-09	0.0000000000e+00
5.9733000000e-09	5.9733000000e-09	0.0000000000e+00
5.4417000000e-09	5.4417000000e-09	0.0000000000e+00
4.7790000000e-09	4.7790000000e-09	0.0000000000e+00
4.3349000000e-09	4.3349000000e-09	0.0000000000e+00
3.7759000000e-09	3.7759000000e-09	0.0000000000e+00
3.0769000000e-09	3.0769000000e-09	0.0000000000e+00
2.4085000000e-09	2.4085000000e-09	0.0000000000e+00
1.7161000000e-09	1.7161000000e-09	0.0000000000e+00
1.0350000000e-09	1.0350000000e-09	0.0000000000e+00
8.5496000000e-10	8.5496000000e-10	0.0000000000e+00
1.5877000000e-10	1.5877000000e-10	0.0000000000e+00
7.0196000000e-12	7.0196000000e-12	0.0000000000e+00
6.4540000000e-15	6.4540000000e-15	0.0000000000e+00
1.1156000000e-14	1.1155000000e-14	3.8930974156e-05
4.7349000000e-14	4.7349000000e-14	0.0000000000e+00
9.1625000000e-15	9.1625000000e-15	0.0000000000e+00
2.7677000000e-16	2.7677000000e-16	0.0000000000e+00
5.0790000000e-16	5.0790000000e-16	0.0000000000e+00
2.2436000000e-14	2.2436000000e-14	0.0000000000e+00
7.1259000000e-13	7.1259000000e-13	0.0000000000e+00
1.0132000000e-11	1.0132000000e-11	0.0000000000e+00
1.0648000000e-10	1.0648000000e-10	0.0000000000e+00
6.7949000000e-10	6.7949000000e-10	0.0000000000e+00
3.4462000000e-09	3.4462000000e-09	0.0000000000e+00
7.3425000000e-09	7.3425000000e-09	0.0000000000e+00
9.0128000000e-09	9.0128000000e-09	0.0000000000e+00
1.0292000000e-08	1.0292000000e-08	0.0000000000e+00
9.8407000000e-09	9.8407000000e-09	0.0000000000e+00
1.2239000000e-08	1.2239000000e-08	0.0000000000e+00
1.4070000000e-08	1.4070000000e-08	0.0000000000e+00
2.1335000000e-08	2.1335000000e-08	0.0000000000e+00
2.1542000000e-08	2.1542000000e-08	0.0000000000e+00
3.2170000000e-08	3.2170000000e-08	0.0000000000e+00
2.7714000000e-08	2.7714000000e-08	0.0000000000e+00
3.2606000000e-08	3.2606000000e-08	0.0000000000e+00
3.0074000000e-08	3.0074000000e-08	0.0000000000e+00
4.3374000000e-08	4.3374000000e-08	0.0000000000e+00
2.3398000000e-08	2.3398000000e-08	0.0000000000e+00
5.6277000000e-08	5.6277000000e-08	0.0000000000e+00
4.2191000000e-08	4.2191000000e-08	0.0000000000e+00
5.1792000000e-08	5.1792000000e-08	0.0000000000e+00
5.5615000000e-08	5.5615000000e-08	0.0000000000e+00
5.8436000000e-08	5.8436000000e-08	0.0000000000e+00
6.3432000000e-08	6.3432000000e-08	0.0000000000e+00
8.3169000000e-08	8.3169000000e-08	0.0000000000e+00
6.6260000000e-08	6.6260000000e-08	0.0000000000e+00
9.9575000000e-08	9.9575000000e-08	0.0000000000e+00
7.3007000000e-08	7.3007000000e-08	0.0000000000e+00
8.2080000000e-08	8.2080000000e-08	0.0000000000e+00
7.2822000000e-08	7.2822000000e-08	0.0000000000e+00
1.2653000000e-07	1.2653000000e-07	0.0000000000e+00
9.0689000000e-08	9.0689000000e-08	0.0000000000e+00
7.1221000000e-08	7.1221000000e-08	0.0000000000e+00
7.2484000000e-08	7.2484000000e-08	0.0000000000e+00
9.1594000000e-08	9.1594000000e-08	0.0000000000e+00
1.2122000000e-07	1.2122000000e-07	0.0000000000e+00
1.7455000000e-07	1.7455000000e-07	0.0000000000e+00
2.0246000000e-07	2.0246000000e-07	0.0000000000e+00
1.5093000000e-07	1.5093000000e-07	0.0000000000e+00
1.6311000000e-07	1.6311000000e-07	0.0000000000e+00
1.5734000000e-07	1.5734000000e-07	0.0000000000e+00
2.2887000000e-07	2.2887000000e-07	0.0000000000e+00
2.3823000000e-07	2.3823000000e-07	0.0000000000e+00
1.7209000000e-07	1.7209000000e-07	0.0000000000e+00
2.2043000000e-07	2.2043000000e-07	0.0000000000e+00
2.3439000000e-07	2.3439000000e-07	0.0000000000e+00
2.2615000000e-07	2.2615000000e-07	0.0000000000e+00
2.2332000000e-07	2.2332000000e-07	0.0000000000e+00
2.2576000000e-07	2.2576000000e-07	0.0000000000e+00
2.2374000000e-07	2.2374000000e-07	0.0000000000e+00
2.2727000000e-07	2.2727000000e-07	0.0000000000e+00
1.9498000000e-07	1.9498000000e-07	0.0000000000e+00
2.1481000000e-07	2.1481000000e-07	0.0000000000e+00
2.1582000000e-07	2.1582000000e-07	0.0000000000e+00
2.1368000000e-07	2.1368000000e-07	0.0000000000e+00
2.1349000000e-07	2.1349000000e-07	0.0000000000e+00
2.0866000000e-07	2.0866000000e-07	0.0000000000e+00
2.1403000000e-07	2.1403000000e-07	0.0000000000e+00
2.1084000000e-07	2.1084000000e-07	0.0000000000e+00
2.0765000000e-07	2.0765000000e-07	0.0000000000e+00
2.0447000000e-07	2.0447000000e-07	0.0000000000e+00
2.0130000000e-07	2.0130000000e-07	0.0000000000e+00
1.9816000000e-07	1.9816000000e-07	0.0000000000e+00
1.9504000000e-07	1.9504000000e-07	0.0000000000e+00
1.9196000000e-07	1.9196000000e-07	0.0000000000e+00
1.8892000000e-07	1.8892000000e-07	0.0000000000e+00
1.8593000000e-07	1.8593000000e-07	0.0000000000e+00
1.8298000000e-07	1.8298000000e-07	0.0000000000e+00
1.8009000000e-07	1.8009000000e-07	0.0000000000e+00
1.7725000000e-07	1.7725000000e-07	0.0000000000e+00
1.7446000000e-07	1.7446000000e-07	0.0000000000e+00
1.7174000000e-07	1.7174000000e-07	0.0000000000e+00
1.6907000000e-07	1.6907000000e-07	0.0000000000e+00
1.6646000000e-07	1.6646000000e-07	0.0000000000e+00
6.5729000000e-09	6.5729000000e-09	0.0000000000e+00
6.8596000000e-09	6.8596000000e-09	0.0000000000e+00
7.0344000000e-09	7.0344000000e-09	0.0000000000e+00
7.1152000000e-09	7.1152000000e-09	0.0000000000e+00
7.0882000000e-09	7.0882000000e-09	0.0000000000e+00
6.9476000000e-09	6.9476000000e-09	0.0000000000e+00
6.6748000000e-09	6.6748000000e-09	0.0000000000e+00
6.2667000000e-09	6.2667000000e-09	0.0000000000e+00
5.7125000000e-09	5.7125000000e-09	0.0000000000e+00
5.0460000000e-09	5.0460000000e-09	0.0000000000e+00
4.6023000000e-09	4.6023000000e-09	0.0000000000e+00
4.0472000000e-09	4.0472000000e-09	0.0000000000e+00
3.3731000000e-09	3.3731000000e-09	0.0000000000e+00
2.7339000000e-09	2.7339000000e-09	0.0000000000e+00
2.1081000000e-09	2.1081000000e-09	0.0000000000e+00
1.4961000000e-09	1.4961000000e-09	0.0000000000e+00
6.8023000000e-10	6.8023000000e-10	0.0000000000e+00
1.6824000000e-10	1.6824000000e-10	0.0000000000e+00
2.1860000000e-11	2.1860000000e-11	0.0000000000e+00
4.0422000000e-14	4.0422000000e-14	0.0000000000e+00
3.6244000000e-15	3.6244000000e-15	0.0000000000e+00
1.0454000000e-14	1.0454000000e-14	0.0000000000e+00
4.0758000000e-15	4.0758000000e-15	0.0000000000e+00
4.9091000000e-16	4.9091000000e-16	0.0000000000e+00
2.2718000000e-14	2.2718000000e-14	0.0000000000e+00
2.1044000000e-12	2.1044000000e-12	0.0000000000e+00
1.1816000000e-10	1.1816000000e-10	0.0000000000e+00
1.6769000000e-09	1.6769000000e-09	0.0000000000e+00
1.5208000000e-08	1.5208000000e-08	0.0000000000e+00
8.4173000000e-08	8.4173000000e-08	0.0000000000e+00
3.7003000000e-07	3.7003000000e-07	0.0000000000e+00
5.3700000000e-07	5.3700000000e-07	0.0000000000e+00
6.2959000000e-07	6.2959000000e-07	0.0000000000e+00
5.8043000000e-07	5.8043000000e-07	0.0000000000e+00
4.2084000000e-07	4.2084000000e-07	0.0000000000e+00
2.4676000000e-07	2.4676000000e-07	0.0000000000e+00
1.2266000000e-07	1.2266000000e-07	0.0000000000e+00
6.3635000000e-08	6.3635000000e-08	0.0000000000e+00
4.3422000000e-08	4.3422000000e-08	0.0000000000e+00
3.8794000000e-08	3.8794000000e-08	0.0000000000e+00
4.8678000000e-08	4.8678000000e-08	0.0000000000e+00
3.6506000000e-08	3.6506000000e-08	0.0000000000e+00
3.7618000000e-08	3.7618000000e-08	0.0000000000e+00
4.2433000000e-08	4.2433000000e-08	0.0000000000e+00
4.7710000000e-08	4.7710000000e-08	0.0000000000e+00
3.3660000000e-08	3.3660000000e-08	0.0000000000e+00
6.9651000000e-08	6.9651000000e-08	0.0000000000e+00
8.8299000000e-08	8.8299000000e-08	0.0000000000e+00
6.5946000000e-08	6.5946000000e-08	0.0000000000e+00
7.8234000000e-08	7.8234000000e-08	0.0000000000e+00
1.1293000000e-07	1.1293000000e-07	0.0000000000e+00
1.2195000000e-07	1.2195000000e-07	0.0000000000e+00
1.1892000000e-07	1.1892000000e-07	0.0000000000e+00
1.2974000000e-07	1.2974000000e-07	0.0000000000e+00
1.5175000000e-07	1.5175000000e-07	0.0000000000e+00
1.1831000000e-07	1.1831000000e-07	0.0000000000e+00
1.3319000000e-07	1.3319000000e-07	0.0000000000e+00
1.8840000000e-07	1.8840000000e-07	0.0000000000e+00
1.2940000000e-07	1.2940000000e-07	0.0000000000e+00
9.6131000000e-08	9.6131000000e-08	0.0000000000e+00
1.0746000000e-07	1.0746000000e-07	0.0000000000e+00
1.3637000000e-07	1.3637000000e-07	0.0000000000e+00
1.6780000000e-07	1.6780000000e-07	0.0000000000e+00
2.8635000000e-07	2.8635000000e-07	0.0000000000e+00
2.0174000000e-07	2.0174000000e-07	0.0000000000e+00
1.9033000000e-07	1.9033000000e-07	0.0000000000e+00
2.8110000000e-07	2.8110000000e-07	0.0000000000e+00
1.3550000000e-07	1.3550000000e-07	0.0000000000e+00
2.0541000000e-07	2.0541000000e-07	0.0000000000e+00
2.7816000000e-07	2.7816000000e-07	0.0000000000e+00
2.8488000000e-07	2.8488000000e-07	0.0000000000e+00
2.8156000000e-07	2.8156000000e-07	0.0000000000e+00
2.6293000000e-07	2.6293000000e-07	0.0000000000e+00
2.5199000000e-07	2.5199000000e-07	0.0000000000e+00
2.7367000000e-07	2.7367000000e-07	0.0000000000e+00
2.7683000000e-07	2.7683000000e-07	0.0000000000e+00
2.7417000000e-07	2.7417000000e-07	0.0000000000e+00
2.6678000000e-07	2.6678000000e-07	0.0000000000e+00
2.6379000000e-07	2.6379000000e-07	0.0000000000e+00
2.5948000000e-07	2.5948000000e-07	0.0000000000e+00
2.5958000000e-07	2.5958000000e-07	0.0000000000e+00
2.5174000000e-07	2.5174000000e-07	0.0000000000e+00
2.5353000000e-07	2.5353000000e-07	0.0000000000e+00
2.4842000000e-07	2.4842000000e-07	0.0000000000e+00
2.5225000000e-07	2.5225000000e-07	0.0000000000e+00
2.4785000000e-07	2.4785000000e-07	0.0000000000e+00
2.4347000000e-07	2.4347000000e-07	0.0000000000e+00
2.3911000000e-07	2.3911000000e-07	0.0000000000e+00
2.3479000000e-07	2.3479000000e-07	0.0000000000e+00
2.3053000000e-07	2.3053000000e-07	0.0000000000e+00
2.2632000000e-07	2.2632000000e-07	0.0000000000e+00
2.2218000000e-07	2.2218000000e-07	0.0000000000e+00
2.1812000000e-07	2.1812000000e-07	0.0000000000e+00
2.1414000000e-07	2.1414000000e-07	0.0000000000e+00
2.1025000000e-07	2.1025000000e-07	0.0000000000e+00
2.0645000000e-07	2.0645000000e-07	0.0000000000e+00
2.0274000000e-07	2.0274000000e-07	0.0000000000e+00
1.9913000000e-07	1.9913000000e-07	0.0000000000e+00
1.9561000000e-07	1.9561000000e-07	0.0000000000e+00
1.9219000000e-07	1.9219000000e-07	0.0000000000e+00
1.8886000000e-07	1.8886000000e-07	0.0000000000e+00
6.8655000000e-09	6.8655000000e-09	0.0000000000e+00
7.1736000000e-09	7.1736000000e-09	0.0000000000e+00
7.3652000000e-09	7.3652000000e-09	0.0000000000e+00
7.4532000000e-09	7.4532000000e-09	0.0000000000e+00
7.4335000000e-09	7.4335000000e-09	0.0000000000e+00
7.2942000000e-09	7.2942000000e-09	0.0000000000e+00
7.0206000000e-09	7.0206000000e-09	0.0000000000e+00
6.6034000000e-09	6.6034000000e-09	0.0000000000e+00
6.0405000000e-09	6.0405000000e-09	0.0000000000e+00
5.3741000000e-09	5.3741000000e-09	0.0000000000e+00
4.9378000000e-09	4.9378000000e-09	0.0000000000e+00
4.4006000000e-09	4.4006000000e-09	0.0000000000e+00
3.7767000000e-09	3.7767000000e-09	0.0000000000e+00
3.1714000000e-09	3.1714000000e-09	0.0000000000e+00
2.6854000000e-09	2.6854000000e-09	0.0000000000e+00
2.1540000000e-09	2.1540000000e-09	0.0000000000e+00
1.4614000000e-09	1.4614000000e-09	0.0000000000e+00
1.1081000000e-10	1.1081000000e-10	0.0000000000e+00
1.0567000000e-11	1.0567000000e-11	0.0000000000e+00
7.1578000000e-13	7.1578000000e-13	0.0000000000e+00
3.0801000000e-13	3.0801000000e-13	0.0000000000e+00
6.4024000000e-14	6.4024000000e-14	0.0000000000e+00
3.1079000000e-15	3.1079000000e-15	0.0000000000e+00
8.7627000000e-15	8.7627000000e-15	0.0000000000e+00
1.0754000000e-12	1.0754000000e-12	0.0000000000e+00
1.3400000000e-10	1.3400000000e-10	0.0000000000e+00
1.0017000000e-08	1.0017000000e-08	0.0000000000e+00
2.6132000000e-07	2.6132000000e-07	0.0000000000e+00
1.8960000000e-06	1.8960000000e-06	0.0000000000e+00
9.7821000000e-06	9.7821000000e-06	0.0000000000e+00
3.6834000000e-05	3.6834000000e-05	0.0000000000e+00
3.4984000000e-05	3.4984000000e-05	0.0000000000e+00
3.1239000000e-05	3.1239000000e-05	0.0000000000e+00
2.4805000000e-05	2.4805000000e-05	0.0000000000e+00
1.5944000000e-05	1.5944000000e-05	0.0000000000e+00
8.8242000000e-06	8.8242000000e-06	0.0000000000e+00
4.1143000000e-06	4.1143000000e-06	0.0000000000e+00
1.5944000000e-06	1.5944000000e-06	0.0000000000e+00
5.5024000000e-07	5.5024000000e-07	0.0000000000e+00
1.8013000000e-07	1.8013000000e-07	0.0000000000e+00
8.1761000000e-08	8.1761000000e-08	0.0000000000e+00
5.2560000000e-08	5.2560000000e-08	0.0000000000e+00
5.2706000000e-08	5.2706000000e-08	0.0000000000e+00
5.9188000000e-08	5.9188000000e-08	0.0000000000e+00
8.1236000000e-08	8.1236000000e-08	0.0000000000e+00
6.7966000000e-08	6.7966000000e-08	0.0000000000e+00
1.0004000000e-07	1.0004000000e-07	0.0000000000e+00
7.9695000000e-08	7.9695000000e-08	0.0000000000e+00
1.2831000000e-07	1.2831000000e-07	0.0000000000e+00
1.5038000000e-07	1.5038000000e-07	0.0000000000e+00
1.5553000000e-07	1.5553000000e-07	0.0000000000e+00
9.2645000000e-08	9.2645000000e-08	0.0000000000e+00
1.2372000000e-07	1.2372000000e-07	0.0000000000e+00
1.5549000000e-07	1.5549000000e-07	0.0000000000e+00
1.2339000000e-07	1.2339000000e-07	0.0000000000e+00
1.0258000000e-07	1.0258000000e-07	0.0000000000e+00
1.1161000000e-07	1.1161000000e-07	0.0000000000e+00
9.5695000000e-08	9.5695000000e-08	0.0000000000e+00
8.9455000000e-08	8.9455000000e-08	0.0000000000e+00
2.7033000000e-07	2.7033000000e-07	0.0000000000e+00
1.1967000000e-07	1.1967000000e-07	0.0000000000e+00
1.4564000000e-07	1.4564000000e-07	0.0000000000e+00
3.6329000000e-07	3.6329000000e-07	0.0000000000e+00
1.5545000000e-07	1.5545000000e-07	0.0000000000e+00
1.4828000000e-07	1.4828000000e-07	0.0000000000e+00
1.9370000000e-07	1.9370000000e-07	0.0000000000e+00
1.6397000000e-07	1.6397000000e-07	0.0000000000e+00
1.6514000000e-07	1.6514000000e-07	0.0000000000e+00
2.9189000000e-07	2.9189000000e-07	0.0000000000e+00
2.3888000000e-07	2.3888000000e-07	0.0000000000e+00
2.6189000000e-07	2.6189000000e-07	0.0000000000e+00
3.3909000000e-07	3.3909000000e-07	0.0000000000e+00
3.2755000000e-07	3.2755000000e-07	0.0000000000e+00
3.1753000000e-07	3.1753000000e-07	0.0000000000e+00
3.1860000000e-07	3.1860000000e-07	0.0000000000e+00
3.3368000000e-07	3.3368000000e-07	0.0000000000e+00
2.8170000000e-07	2.8170000000e-07	0.0000000000e+00
3.2946000000e-07	3.2946000000e-07	0.0000000000e+00
3.2566000000e-07	3.2566000000e-07	0.0000000000e+00
3.1664000000e-07	3.1664000000e-07	0.0000000000e+00
3.1526000000e-07	3.1526000000e-07	0.0000000000e+00
3.0730000000e-07	3.0730000000e-07	0.0000000000e+00
3.0703000000e-07	3.0703000000e-07	0.0000000000e+00
2.9832000000e-07	2.9832000000e-07	0.0000000000e+00
3.0268000000e-07	3.0268000000e-07	0.0000000000e+00
2.9652000000e-07	2.9652000000e-07	0.0000000000e+00
2.9038000000e-07	2.9038000000e-07	0.0000000000e+00
2.8430000000e-07	2.8430000000e-07	0.0000000000e+00
2.7830000000e-07	2.7830000000e-07	0.0000000000e+00
2.7238000000e-07	2.7238000000e-07	0.0000000000e+00
2.6658000000e-07	2.6658000000e-07	0.0000000000e+00
2.6090000000e-07	2.6090000000e-07	0.0000000000e+00
